SensorID,Date,Time,Closed?,Signal Strength
829993,11/15/2022,2:11 PM,0,79
829993,11/15/2022,2:10 PM,1,79
829993,11/15/2022,2:10 PM,0,72
829993,11/15/2022,2:09 PM,1,78
829993,11/15/2022,2:09 PM,0,73
829993,11/15/2022,2:09 PM,1,83
829993,11/15/2022,2:08 PM,0,80
829993,11/15/2022,2:08 PM,1,78
829993,11/15/2022,2:07 PM,0,75
829993,11/15/2022,2:05 PM,1,77
829993,11/15/2022,2:05 PM,0,70
829993,11/15/2022,1:59 PM,1,71
829993,11/15/2022,1:59 PM,0,79
829993,11/15/2022,1:55 PM,1,79
829993,11/15/2022,1:55 PM,0,71
829993,11/15/2022,1:52 PM,1,79
829993,11/15/2022,1:52 PM,0,77
829993,11/15/2022,1:44 PM,1,81
829993,11/15/2022,1:43 PM,0,74
829993,11/15/2022,1:36 PM,1,78
829993,11/15/2022,1:36 PM,0,77
829993,11/15/2022,1:31 PM,1,79
829993,11/15/2022,1:31 PM,0,71
829993,11/15/2022,1:29 PM,1,80
829993,11/15/2022,1:29 PM,0,79
829993,11/15/2022,1:27 PM,1,80
829993,11/15/2022,1:27 PM,0,78
829993,11/15/2022,1:20 PM,1,81
829993,11/15/2022,1:20 PM,0,71
829993,11/15/2022,1:18 PM,1,80
829993,11/15/2022,1:18 PM,0,69
829993,11/15/2022,1:17 PM,1,80
829993,11/15/2022,1:16 PM,0,79
829993,11/15/2022,1:12 PM,1,80
829993,11/15/2022,1:12 PM,0,74
829993,11/15/2022,1:08 PM,1,78
829993,11/15/2022,1:08 PM,0,68
829993,11/15/2022,1:06 PM,1,66
829993,11/15/2022,1:06 PM,0,61
829993,11/15/2022,1:06 PM,1,72
829993,11/15/2022,1:06 PM,0,67
829993,11/15/2022,1:04 PM,1,71
829993,11/15/2022,1:04 PM,0,75
829993,11/15/2022,1:03 PM,0,69
829993,11/15/2022,1:02 PM,1,64
829993,11/15/2022,1:02 PM,0,63
829993,11/15/2022,1:01 PM,1,72
829993,11/15/2022,1:01 PM,0,73
829993,11/15/2022,1:00 PM,1,77
829993,11/15/2022,1:00 PM,0,71
829993,11/15/2022,12:59 PM,1,69
829993,11/15/2022,12:59 PM,0,65
829993,11/15/2022,12:58 PM,1,69
829993,11/15/2022,12:58 PM,0,66
829993,11/15/2022,12:58 PM,1,76
829993,11/15/2022,12:58 PM,0,70
829993,11/15/2022,12:52 PM,1,72
829993,11/15/2022,12:52 PM,0,68
829993,11/15/2022,12:51 PM,1,75
829993,11/15/2022,12:49 PM,1,81
829993,11/15/2022,12:49 PM,0,76
829993,11/15/2022,12:45 PM,1,80
829993,11/15/2022,12:45 PM,0,79
829993,11/15/2022,12:33 PM,1,81
829993,11/15/2022,12:33 PM,0,81
829993,11/15/2022,12:31 PM,1,81
829993,11/15/2022,12:29 PM,0,77
829993,11/15/2022,12:23 PM,1,80
829993,11/15/2022,12:23 PM,0,75
829993,11/15/2022,12:18 PM,1,82
829993,11/15/2022,12:18 PM,0,75
829993,11/15/2022,12:13 PM,1,79
829993,11/15/2022,12:13 PM,0,76
829993,11/15/2022,12:06 PM,1,71
829993,11/15/2022,12:06 PM,0,66
829993,11/15/2022,12:05 PM,1,67
829993,11/15/2022,12:05 PM,0,73
829993,11/15/2022,11:59 AM,1,79
829993,11/15/2022,11:59 AM,0,78
829993,11/15/2022,11:52 AM,1,80
829993,11/15/2022,11:52 AM,0,79
829993,11/15/2022,11:47 AM,1,78
829993,11/15/2022,11:47 AM,0,76
829993,11/15/2022,11:34 AM,1,80
829993,11/15/2022,11:34 AM,0,80
829993,11/15/2022,11:28 AM,1,80
829993,11/15/2022,11:28 AM,0,83
829993,11/15/2022,11:18 AM,1,81
829993,11/15/2022,11:18 AM,0,78
829993,11/15/2022,11:11 AM,1,81
829993,11/15/2022,11:11 AM,0,74
829993,11/15/2022,11:10 AM,1,78
829993,11/15/2022,11:10 AM,0,72
829993,11/15/2022,11:06 AM,1,81
829993,11/15/2022,11:06 AM,0,75
829993,11/15/2022,11:05 AM,1,80
829993,11/15/2022,11:05 AM,0,76
829993,11/15/2022,11:03 AM,1,71
829993,11/15/2022,11:03 AM,0,79
829993,11/15/2022,11:00 AM,1,72
829993,11/15/2022,11:00 AM,0,60
829993,11/15/2022,10:59 AM,1,76
829993,11/15/2022,10:59 AM,0,70
829993,11/15/2022,10:59 AM,1,71
829993,11/15/2022,10:20 AM,0,84
829993,11/15/2022,9:20 AM,0,72
829993,11/15/2022,9:17 AM,1,81
829993,11/15/2022,9:17 AM,0,72
829993,11/15/2022,9:14 AM,1,80
829993,11/15/2022,9:14 AM,0,82
829993,11/15/2022,9:12 AM,1,83
829993,11/15/2022,9:12 AM,0,81
829993,11/15/2022,9:11 AM,1,80
829993,11/15/2022,9:11 AM,0,80
829993,11/15/2022,9:05 AM,1,81
829993,11/15/2022,9:05 AM,0,77
829993,11/15/2022,9:03 AM,1,82
829993,11/15/2022,9:03 AM,0,72
829993,11/15/2022,9:02 AM,1,80
829993,11/15/2022,9:02 AM,0,79
829993,11/15/2022,9:01 AM,1,80
829993,11/15/2022,9:01 AM,0,69
829993,11/15/2022,9:00 AM,1,80
829993,11/15/2022,9:00 AM,0,66
829993,11/15/2022,9:00 AM,1,78
829993,11/15/2022,9:00 AM,0,80
829993,11/15/2022,9:00 AM,1,79
829993,11/15/2022,9:00 AM,0,62
829993,11/15/2022,8:49 AM,1,81
829993,11/15/2022,8:49 AM,0,67
829993,11/15/2022,8:47 AM,1,82
829993,11/15/2022,8:47 AM,0,79
829993,11/15/2022,8:46 AM,1,82
829993,11/15/2022,8:46 AM,0,76
829993,11/15/2022,8:45 AM,1,80
829993,11/15/2022,8:45 AM,0,69
829993,11/15/2022,8:31 AM,1,82
829993,11/15/2022,8:31 AM,0,69
829993,11/15/2022,8:29 AM,1,82
829993,11/15/2022,8:29 AM,0,77
829993,11/15/2022,8:29 AM,0,77
829993,11/15/2022,8:21 AM,1,82
829993,11/15/2022,8:21 AM,0,73
829993,11/15/2022,7:56 AM,1,81
829993,11/15/2022,7:56 AM,0,78
829993,11/15/2022,7:49 AM,1,83
829993,11/15/2022,7:49 AM,0,70
829993,11/15/2022,7:00 AM,1,81
829993,11/15/2022,6:18 AM,0,82
829993,11/15/2022,5:18 AM,0,82
829993,11/15/2022,4:18 AM,0,81
829993,11/15/2022,3:18 AM,0,81
829993,11/15/2022,2:18 AM,0,81
829993,11/15/2022,1:18 AM,0,81
829993,11/15/2022,12:18 AM,0,82
829993,11/14/2022,11:18 PM,0,82
829993,11/14/2022,10:18 PM,0,79
829993,11/14/2022,10:17 PM,1,78
829993,11/14/2022,10:15 PM,0,75
829993,11/14/2022,10:15 PM,1,83
829993,11/14/2022,10:15 PM,0,75
829993,11/14/2022,10:14 PM,1,81
829993,11/14/2022,9:47 PM,0,81
829993,11/14/2022,8:47 PM,0,83
829993,11/14/2022,7:47 PM,0,81
829993,11/14/2022,6:47 PM,0,74
829993,11/14/2022,6:04 PM,1,82
829993,11/14/2022,6:04 PM,0,79
829993,11/14/2022,6:04 PM,1,82
829993,11/14/2022,6:03 PM,0,77
829993,11/14/2022,6:03 PM,1,78
829993,11/14/2022,6:03 PM,0,74
829993,11/14/2022,5:42 PM,1,81
829993,11/14/2022,5:42 PM,0,73
829993,11/14/2022,5:35 PM,1,81
829993,11/14/2022,5:35 PM,0,78
829993,11/14/2022,5:13 PM,1,82
829993,11/14/2022,5:13 PM,0,81
829993,11/14/2022,5:09 PM,1,82
829993,11/14/2022,5:09 PM,0,75
829993,11/14/2022,5:07 PM,1,82
829993,11/14/2022,5:07 PM,0,72
829993,11/14/2022,5:04 PM,1,79
829993,11/14/2022,5:03 PM,0,78
829993,11/14/2022,5:03 PM,1,82
829993,11/14/2022,5:03 PM,0,81
829993,11/14/2022,5:02 PM,1,79
829993,11/14/2022,5:02 PM,0,75
829993,11/14/2022,4:26 PM,1,79
829993,11/14/2022,4:26 PM,0,77
829993,11/14/2022,4:20 PM,1,78
829993,11/14/2022,4:20 PM,0,72
829993,11/14/2022,4:06 PM,1,79
829993,11/14/2022,4:06 PM,0,72
829993,11/14/2022,4:03 PM,1,81
829993,11/14/2022,4:03 PM,0,78
829993,11/14/2022,4:02 PM,1,79
829993,11/14/2022,4:02 PM,0,72
829993,11/14/2022,4:02 PM,1,79
829993,11/14/2022,4:02 PM,0,66
829993,11/14/2022,4:01 PM,1,77
829993,11/14/2022,4:01 PM,0,68
829993,11/14/2022,3:57 PM,1,73
829993,11/14/2022,3:57 PM,0,67
829993,11/14/2022,3:54 PM,1,78
829993,11/14/2022,3:54 PM,0,79
829993,11/14/2022,3:21 PM,1,80
829993,11/14/2022,3:21 PM,0,69
829993,11/14/2022,3:08 PM,1,78
829993,11/14/2022,3:08 PM,0,72
829993,11/14/2022,3:04 PM,1,80
829993,11/14/2022,3:04 PM,0,78
829993,11/14/2022,3:00 PM,1,77
829993,11/14/2022,3:00 PM,0,76
829993,11/14/2022,2:53 PM,1,78
829993,11/14/2022,2:53 PM,0,80
829993,11/14/2022,2:42 PM,1,82
829993,11/14/2022,2:42 PM,0,75
829993,11/14/2022,2:38 PM,1,80
829993,11/14/2022,2:38 PM,0,81
829993,11/14/2022,2:31 PM,1,81
829993,11/14/2022,2:31 PM,0,77
829993,11/14/2022,2:27 PM,1,82
829993,11/14/2022,2:27 PM,0,81
829993,11/14/2022,2:26 PM,1,84
829993,11/14/2022,2:26 PM,0,78
829993,11/14/2022,2:02 PM,1,78
829993,11/14/2022,2:02 PM,0,74
829993,11/14/2022,2:01 PM,1,74
829993,11/14/2022,2:01 PM,0,62
829993,11/14/2022,1:59 PM,1,76
829993,11/14/2022,1:59 PM,0,74
829993,11/14/2022,1:58 PM,1,75
829993,11/14/2022,1:57 PM,0,77
829993,11/14/2022,1:55 PM,1,76
829993,11/14/2022,1:55 PM,0,72
829993,11/14/2022,1:48 PM,1,81
829993,11/14/2022,1:48 PM,0,70
829993,11/14/2022,1:44 PM,1,80
829993,11/14/2022,1:44 PM,0,80
829993,11/14/2022,1:34 PM,1,82
829993,11/14/2022,1:34 PM,0,80
829993,11/14/2022,1:32 PM,1,81
829993,11/14/2022,1:32 PM,0,69
829993,11/14/2022,1:28 PM,1,83
829993,11/14/2022,1:28 PM,0,78
829993,11/14/2022,1:13 PM,1,81
829993,11/14/2022,1:13 PM,0,77
829993,11/14/2022,1:07 PM,1,80
829993,11/14/2022,1:07 PM,0,67
829993,11/14/2022,1:05 PM,1,78
829993,11/14/2022,1:05 PM,0,79
829993,11/14/2022,1:04 PM,1,77
829993,11/14/2022,1:04 PM,0,70
829993,11/14/2022,1:03 PM,1,80
829993,11/14/2022,1:03 PM,0,81
829993,11/14/2022,1:03 PM,1,80
829993,11/14/2022,1:03 PM,0,76
829993,11/14/2022,1:02 PM,1,81
829993,11/14/2022,1:01 PM,0,78
829993,11/14/2022,1:00 PM,1,80
829993,11/14/2022,1:00 PM,0,68
829993,11/14/2022,1:00 PM,1,81
829993,11/14/2022,1:00 PM,0,78
829993,11/14/2022,12:59 PM,1,70
829993,11/14/2022,12:59 PM,0,68
829993,11/14/2022,12:58 PM,1,69
829993,11/14/2022,12:58 PM,0,66
829993,11/14/2022,12:56 PM,1,72
829993,11/14/2022,12:56 PM,0,67
829993,11/14/2022,12:55 PM,1,72
829993,11/14/2022,12:55 PM,0,69
829993,11/14/2022,12:53 PM,1,78
829993,11/14/2022,12:53 PM,0,66
829993,11/14/2022,12:52 PM,1,79
829993,11/14/2022,12:52 PM,0,66
829993,11/14/2022,12:50 PM,1,81
829993,11/14/2022,12:50 PM,0,66
829993,11/14/2022,12:45 PM,1,81
829993,11/14/2022,12:45 PM,0,74
829993,11/14/2022,12:44 PM,1,82
829993,11/14/2022,12:44 PM,0,76
829993,11/14/2022,12:35 PM,1,81
829993,11/14/2022,12:35 PM,0,73
829993,11/14/2022,12:27 PM,1,81
829993,11/14/2022,12:27 PM,0,66
829993,11/14/2022,12:24 PM,1,82
829993,11/14/2022,12:24 PM,0,69
829993,11/14/2022,12:09 PM,1,81
829993,11/14/2022,12:09 PM,0,77
829993,11/14/2022,12:07 PM,1,75
829993,11/14/2022,12:07 PM,0,69
829993,11/14/2022,12:07 PM,1,76
829993,11/14/2022,12:06 PM,0,65
829993,11/14/2022,12:06 PM,1,73
829993,11/14/2022,12:06 PM,0,74
829993,11/14/2022,12:06 PM,1,72
829993,11/14/2022,12:06 PM,0,70
829993,11/14/2022,12:04 PM,1,78
829993,11/14/2022,12:04 PM,0,72
829993,11/14/2022,12:02 PM,1,81
829993,11/14/2022,12:02 PM,0,78
829993,11/14/2022,12:02 PM,1,81
829993,11/14/2022,12:02 PM,0,80
829993,11/14/2022,11:56 AM,1,81
829993,11/14/2022,11:56 AM,0,80
829993,11/14/2022,11:47 AM,1,79
829993,11/14/2022,11:47 AM,0,72
829993,11/14/2022,11:47 AM,1,79
829993,11/14/2022,11:46 AM,0,76
829993,11/14/2022,11:41 AM,1,81
829993,11/14/2022,11:41 AM,0,81
829993,11/14/2022,11:36 AM,1,80
829993,11/14/2022,11:36 AM,0,66
829993,11/14/2022,11:34 AM,1,79
829993,11/14/2022,11:34 AM,0,67
829993,11/14/2022,11:34 AM,1,80
829993,11/14/2022,11:33 AM,0,74
829993,11/14/2022,11:22 AM,1,81
829993,11/14/2022,11:22 AM,0,78
829993,11/14/2022,11:07 AM,1,73
829993,11/14/2022,11:07 AM,0,71
829993,11/14/2022,11:06 AM,1,77
829993,11/14/2022,11:06 AM,0,74
829993,11/14/2022,10:59 AM,1,77
829993,11/14/2022,10:58 AM,0,72
829993,11/14/2022,10:58 AM,1,70
829993,11/14/2022,10:58 AM,0,72
829993,11/14/2022,10:57 AM,1,43
829993,11/14/2022,10:57 AM,0,71
829993,11/14/2022,10:57 AM,1,67
829993,11/14/2022,10:57 AM,0,66
829993,11/14/2022,10:56 AM,1,66
829993,11/14/2022,10:56 AM,0,63
829993,11/14/2022,10:55 AM,1,73
829993,11/14/2022,10:55 AM,0,68
829993,11/14/2022,10:53 AM,1,75
829993,11/14/2022,10:53 AM,0,76
829993,11/14/2022,10:53 AM,1,73
829993,11/14/2022,10:53 AM,0,77
829993,11/14/2022,10:53 AM,1,77
829993,11/14/2022,10:52 AM,0,72
829993,11/14/2022,10:52 AM,1,70
829993,11/14/2022,10:50 AM,0,67
829993,11/14/2022,10:50 AM,1,60
829993,11/14/2022,10:33 AM,0,100
829993,11/14/2022,10:15 AM,1,100
829993,11/14/2022,10:15 AM,0,100
829993,11/14/2022,10:13 AM,1,100
829993,11/14/2022,10:12 AM,0,100
829993,11/14/2022,9:12 AM,0,100
829993,11/14/2022,8:27 AM,1,100
829993,11/14/2022,8:26 AM,0,100
829993,11/14/2022,8:26 AM,1,100
829993,11/14/2022,8:26 AM,0,94
829993,11/14/2022,8:26 AM,1,100
829993,11/14/2022,8:22 AM,0,100
829993,11/14/2022,8:15 AM,1,100
829993,11/14/2022,8:14 AM,0,100
829993,11/14/2022,8:12 AM,1,100
829993,11/14/2022,7:12 AM,1,100
829993,11/14/2022,6:12 AM,1,100
829993,11/14/2022,5:12 AM,1,100
829993,11/14/2022,4:12 AM,1,100
829993,11/14/2022,3:12 AM,1,100
829993,11/14/2022,2:12 AM,1,100
829993,11/14/2022,1:12 AM,1,100
829993,11/14/2022,12:12 AM,1,100
